index,file,family,top50,top100
108,08a3a817ab805d73d89e9ef2dca9c352,winpot,False,True
109,08b9f4e63030354480433e1c24228c06,netwire,False,True
110,08c63d6100e1f537af499c46cbe3d7b1,redaman,True,True
111,08e869b11b70f084263bf01e730b1650,warzone,False,False
112,08eb8f2e441c26443eb9abe5a93cd942,azorult,True,True
113,08ecd8068617c86d7e3a3e810b106dce,mosaicregressor,True,True
114,092ae9ce61f6575344c424967bd79437,lowkey,False,False
115,0931a26d44f0e7d70fda9ef86ee203f4,guildma,False,False
116,0938c867b9bb7efc789734cfa872f8cd,ketrican,False,True
117,093bb6db11b0b934678feeb8fdd10bd4,cannon,False,True
118,094ade4f1bc82d09ad4e1c05513f686d,mokes,False,False
119,0952b0efe7c2099100904dc787825061,skipper,False,False
120,095536ca531ae11a218789cf297e71ed,cryptoshuffler,False,True
121,096f7084d274166462d445a7686d1e5c,queenofhearts,False,False
122,097cb948a1f011f5de11579849a08db5,ryuk,True,True
123,09a40750c3333acb6b94062bdeb9380a,catchamas,False,False
124,09c3538d8f536f809f4c789149d0664d,icedid,True,True
125,09f21eefaf8f52496d4e8b06920fe6fa,ransom32,False,False
126,0a01cc85817e43bfeb12055db0219e58,indigodrop,True,True
127,0a4e6f328530ea28ae0aae20a072b182,retefe,False,False
128,0a632cf368fdf4bb25b2c60b1192dcc9,trickbot,True,True
129,0a7fb8ec6bcbdfddd708c94e8c373066,redaman,True,True
130,0a9232caa0e5fbfa537ef1067867bb2f,systembc,False,False
131,0aaad9fd6d9de6a189e89709e052f06b,crysis,False,False
132,0ab8e9c539554cba532dfc5bc5e10f77,discordiaminer,False,True
133,0ad8ce4948dc6f71d65c0e50a28298dc,smokeloader,True,True
134,0ae37532a7bbce03e7686eee49441c41,azorult,True,True
135,0aecd3b79d72cbfa8f5dce2a12e76053,darkcomet,False,False
136,0af049b51a11c0896cb287610c7a313f,crat,True,True
137,0b216cdb07d901c41514a7baabfbf055,gandcrab,True,True
138,0b227712315620cd737809f288a32f2b,zerot,True,True
139,0b311c43b036a0fef6c7e5679bacf664,zegost,True,True
140,0b53b9a5b3acdb5daa10fb5ff4462605,redaman,True,True
141,0b85887358fb335ad0dd7ccbc2d64bb4,ratvermin,True,True
142,0b93ae016f60ef832fb824be0d945aac,athenago,False,False
143,0ba20fee958b88c48f3371ec8d8a8e5d,kuik,False,False
144,0ba6bb2ad05d86207b5303657e3f6874,electricfish,False,False
145,0bafccfaec9c7d45ce491e4b0ddc1bdf,obliquerat,False,False
146,0bbea76636093c78e09af792f551abd5,ursnif,True,True
147,0bd0b448c956a27c1859879baa81dc1d,crat,True,True
148,0bde638b274c7f9c6c356d3987ed1a2d,fakecry,False,False
149,0be44b03165db809634ae4ee343ce75e,ursnif,True,True
150,0bf893057eee8ce768114ceced1f955d,zegost,True,True
151,0c136186858fd36080a7066657de81f5,mosaicregressor,True,True
152,0c21021ccfe79c45dd327904843f9ed8,sdbbot,False,False
153,0c334645a4c12513020aaabc3b78ef9f,seduploader,True,True
154,0c3431dbb8cd0478250eb4357257880e,cryptxxx,False,True
155,0c3c9a0a17b1ab93b8d9f8223a267c41,gh0strat,False,False
156,0c814ae689b229063ee7f0045cd36bae,njrat,False,True
157,0c86c6c6065ee18140bd55e814990d92,crimson,False,True
158,0cb9c729d75c0f7c825fd03075ac305e,qbot,True,True
159,0ccc9ec82f1d44c243329014b82d3125,stonedrill,False,False
160,0cddd7f2e0f61895e40df348aa3c01ff,gandcrab,True,True
161,0ce569449b21257100b3bdd85da8ecf4,zegost,True,True
162,0d10c1997cd1ebe4da358b1d1965899a,ryuk,True,True
163,0d142438f731652b746c9ad7fd1a9850,centerpos,False,True
164,0d173a5528d335d8e95fe2f8222426cc,sigma,False,False
165,0d19d8a74457296ed967158d5e5e4899,try2cry,False,True
166,0d2505ce7838bb22fcd973bf3895fd27,samsa,True,True
167,0d2c47c8124f80a4b12ab1d1ac93c37b,icedid,True,True
168,0d7a178a0c0a7d2f2cc63e16dad95b45,raindrop,False,False
169,0d7d15662104c072b8e95250790f17dc,gandcrab,True,True
170,0d7d7929141c4063102a71b29be99ba7,dreambot,True,True
171,0d7f456f908565fb547438cb402a4eff,phorpiex,True,True
172,0d84f1a34e5c82e8718a7e1fafd1b4a7,dridex,False,True
173,0de24cec66ef9d1042be7cf12b87cfc4,egregor,True,True
174,0e01a700ab4255045e3d29c1fd977600,cobint,False,False
175,0e0b7b238a06a2a37a4de06a5ab5e615,nemty,False,False
176,0e158a969f8812f3f7557d63b684ea57,try2cry,False,True
177,0e5a42920c94f4caa36cc0764bdbfc3d,killdisk,False,False
178,0e95c7322caa1b2574f4460e7a8aebfc,flawedammyy,True,True
179,0e9f7f512a7eae62c091c7f0e2157d85,bazarloader,True,True
180,0eb7be092486e4e3ce6d855871082753,rokrat,False,False
181,0ebfac6dba63ff8b35cbd374ef33323a,xtunnel,False,True
182,0ed2ca539a01cdb86c88a9a1604b2005,wastedlocker,False,True
183,0eefeaf2fb78ebc49e7beba505da273d,downdelph,False,True
184,0efc7662d6bafe8de8c210722c4f2b2f,evotob,False,True
185,0efd3b2eadb29898de6a2eed9e3bf9ae,prometei,True,True
186,0f09bcd355ac453606e8a2e953cd7c1e,redaman,True,True
187,0f27d1180d28e1bcaf4d66f6b51c087c,hakbit,False,False
188,0f34508772ac35b9ca8120173c14d5f0,ratvermin,True,True
189,0f459932b21d0c6dfcc199951058c0a5,servhelper,False,False
190,0f54d5a13821c0e31eb5730a4aba75f2,danabot,False,True
191,0f841c6332c89eaa7cac14c9d5b1d35b,maze,True,True
192,0f9d0b03254830714654c2ceb11a7f5d,rgdoor,False,False
193,0fa4c34204dd8829232b4a977bf1ba64,valak,True,True
194,0fd6c8baa060b4de35c25e2e0f6fa0ed,valak,True,True
195,0fe08a4b30f6d773f92d4b0ba575204e,pony,False,True
196,100336c98e0cfe9edd134438cb1ab901,ketrican,False,True
197,104ecbc2746702fa6ecd4562a867e7fb,olympicdestroyer,True,True
198,108a298b4ed5b4e77541061f32e55751,maze,True,True
199,108d180ef1366eed83d27a26cdca2741,7ev3n,False,True
200,10b2d20a3c36fe6a5bf6f3b15149c3d1,mischa,False,False
201,10f2a6494bfb3850ebebbf482c64d229,icedid,True,True
202,10f58774cd52f71cd4438547c39b1aa7,nanocore,False,True
203,10fdc3ba0c7aafec51f0dbbadc88b2a1,try2cry,False,True
204,11240b94722da140b2709bdd5e3da118,dridex,False,True
205,112a7aff7b6256d202749293d4c413e0,ovidiy,False,True
206,113ca90c691f895ccf80596c2b935dfd,redaman,True,True
207,113cc4a88fd28ea4398e312093a6a4d5,xagent,True,True
208,114551a87fa332a243fc05b7246309b9,andromeda,True,True
209,1156a1e003c19be6664e0189827a4278,ligsterac,False,False
210,116db6efd1cf042146197800271de84e,indigodrop,True,True
211,11737bba0c0dd9fca2d6d2ca568af4c0,valak,True,True
212,117f978f07a658bce0b5751617e9d465,plurox,False,False
213,117fa0b8b8b965680c7b630c6e2bf01d,copperhedge,True,True
214,119a0fd733bc1a013b0d4399112b8626,azorult,True,True
215,11c5f66a92793ba40587c797b0590dea,remtasu,False,False
216,11ca39d3b268610560b9f7595075bac0,bazarbackdoor,True,True
217,11cb4f1cdd9370162d67945059f70d0d,buffetline,False,False
218,11cff7ef24061d8d59c6e1c2981a40e4,gandcrab,True,True
219,120e36c2428a4bfe9f37b977f698fa39,medusalocker,True,True
220,1216da2b3d6e64075e8434be1058de06,fallchill,False,True
221,1219318522fa28252368f58f36820ac2,seduploader,True,True
222,1233dc6ba41b38ddcfa30971efbe281f,valak,True,True
223,1238c08a9c3c6bf88846294dd878aa69,icedid,True,True
224,123eb4c5e564e0f25f0459ad8284084d,chinachopper,False,False
225,12477223678e4a41020e66faebd3dd95,remexi,False,False
226,12518e566e8d0b98d333a775f808aabf,spark,True,True
227,12668f8d072e89cf04b9cbcd5a3492e1,olympicdestroyer,True,True
228,1287b9bb8c96fb1f979f1afbf9aaf64b,trickbot,True,True
229,128c0ccc1252098bc2314d88f4e70044,andromeda,True,True
230,12a9fff59de1663dec1b45ea2ede22f5,xagent,True,True
231,12abc10d3c37841f4f4f7e193b045f6b,nymaim,False,True
232,12ada29a707f7ef224546bf98bf30b52,gandcrab,True,True
233,12b5fed367db92475b071b6d622e44cd,mosaicregressor,True,True
234,12c786c490366727cf7279fc141921d8,copperhedge,True,True
235,12d631f48dd510f15a42fed249c20648,icedid,True,True
236,12f2bee2d3ca48c75515e0f046dc519c,attor,False,False
237,1311e52851256b1c7693a9c3ba362133,reactorbot,False,False
238,131b4ed3df80e2f794a3e353e2c7f8fb,peppyrat,True,True
239,132227d867e63f8bce24ae5741791d7a,chinoxy,False,False
240,133e0c441ea744951080d700604a63ee,andromeda,True,True
241,1354ac0d5be0c8d03f4e3aba78d2223e,ryuk,True,True
242,135d00ece30efd46cf279645771f6f92,virdetdoor,False,False
243,1360d8ff7de84cddc4d93b81c71cd23c,flawedammyy,True,True
244,13794d1d8e87c69119237256ef068043,ursnif,True,True
245,1381148d543c0de493b13ba8ca17c14f,turnedup,True,True
246,138437593145610a477e14b9a6560ee1,rekaf,False,False
247,13852765791bcd12d38669809c832c21,varenyky,True,True
248,13c8c37453d8bdea99b77aef45fc4111,roguerobin,False,True
249,13c8e2ad68e5b2fcd66fdd13d9c1cba5,nymaim,False,True
250,13e623cdfb75d99ea7e04c6157ca8ae6,wastedlocker,False,True
251,140d0169e302f5b5fb4bb3633d09b48f,crimson,False,True
252,1421419d1be31f1f9ea60e8ed87277db,gamefish,False,False
253,1424d42222843ab860ec72205f58f1ea,sobaken,True,True
254,14461d5ea29b26bb88abf79a36c1e449,cryptoshuffler,False,True
255,1462114257a6fcc52a8782c2a2616009,phorpiex,True,True
256,14622a4ff541771e8c51fc57079b7b13,icedid,True,True
257,14721036e16587594ad950d4f2db5f27,samsam,False,False
258,149a959db199a7fe067bea50884a3270,balkandoor,False,False
259,14b6d24873f19332701177208f85e776,fallchill,False,True
260,14c29c6a94f9b6aa43bbcf586dec1fb9,qbot,True,True
261,14c32fd132942a0f3cc579adbd8a51ed,princesslocker,False,False
262,150834fdb1921754df3ce301e5a65675,zegost,True,True
263,152af6676b36c9b394a7637343c173f9,prometei,True,True
264,15361551cb2f705f80e95cea6a2a7c04,rarog,False,False
265,1559be5e8b96312f3fbe383c8d810053,fatduke,False,False
266,1562e6fc78c2b71ece80d783263bef82,icedid,True,True
267,15632224b7e5ca0ccb0a042daf2adc13,atmripper,False,False
268,15678528c7da011fbfd152f46883bf26,gozi,False,True
269,158bacf0610c761563a55385b0dfd0bd,artradownloader,True,True
270,158c40d030c58a7feba5974d95853b5a,prometei,True,True
271,159af0102877e71a1c3f5468bd02a8f3,sage,False,True
272,15a7422773a4b4a73ffd6d31f67d2daf,ismagent,False,False
273,15b2a3d1e0769b76fc9761f206e2ad90,ursnif,True,True
274,15ba3a8e5b2e7b2a29b8474a29935209,zeppelin,False,False
275,15d7dd126391b0e7963c562a6cf3992c,maze,True,True
276,162ad6dbd50f3be407f49f65b938512a,tyupkin,False,False
277,16a9c2917577e732cd6630b08e248443,egregor,True,True
278,16b9d761c4b583b56dea276b1d980734,remexi,False,False
279,16ba8719479baaaf2649690a13eb1e8e,warzone,False,False
280,16bcc3b7f32c41e7c7222bf37fe39fe6,lockergoga,False,False
281,16cbd6d253ca276e08fb1870296339c1,zegost,True,True
282,171b9135540f89bf727b690b9e587a4e,copperhedge,True,True
283,171c4c62ab2001c2f2394c3ec021dfa3,centerpos,False,True
284,1727de1b3d5636f1817d68ba0208fb50,phorpiex,True,True
285,1732357d3a0081a87d56ee1ae8b4d205,mosaicregressor,True,True
286,1737388ce8b0b5fc2dbc22f5b7352b7c,ryuk,True,True
287,1746553407125311d471fe1c722b2539,virlock,False,True
288,1746615ab53378ffb46437cac5416aa9,formbook,False,False
289,175a7e9d34c625da059d8505a6c51ccb,ursnif,True,True
290,1781c712ad66a8e2b30df2f99a916245,winpot,False,True
291,17822a81505e56b8b695b537a42a7583,padcrypt,False,False
292,17903c3d83125a5fc3e3f77d8a775bfe,kronos,False,False
293,17b1a05fc367e52aada7bde07714666b,milum,False,False
294,17c0490e0fb594e0096c9a22f5350fca,pushdo,False,False
295,17c25c8a7c141195ee887de905f33d7b,petrwrap,False,False
296,17d22686bfc825d9369a0751c4cc6a22,peppyrat,True,True
297,17fc032e3b92eaa5222a7f147a0ccd27,quasarrat,False,False
298,17fe9611ea566887b3ef42284f96de03,bandook,False,True
299,180fa13f1c5174b273b3a531090e0edb,tyupkin,False,False
300,181dc784a3558882fcc8146305966de1,evotob,False,True
301,1876442db107de88ad1dd01cb6c764a3,ploutus,False,True
302,18880d4efcc897f12eada879d01c604c,azorult,True,True
303,188f261e5fca94bd1fc1edc1aafee8c0,carbanak,True,True
304,18a530db028194c138f9f546f7b6c77d,xddown,False,False
305,18d635a8ca7caefb4f4513650a31efc9,bazarloader,True,True
306,18efc091b431c39d3e59be445429a7bc,seduploader,True,True
307,18f345d3742d9e23489617b95757c553,dreambot,True,True
308,192be8e76f6763d0c1198508e3e33090,philadelphia,False,False
309,19442411701f17a43d2b3861693289ea,flawedammyy,True,True
310,19599cad1bbca18ac6473e64710443b7,magniber,False,False
311,1966fb4af9d22f61f1dea4d399091ebb,azorult,True,True
312,196cf827a8f2ceee4ba3ed8810b784ab,cspy,False,False
313,198161f222448d6c010d650f0f3725e3,netwire,False,True
314,1989da2404fb8006dc6a71d1777b1521,egregor,True,True
315,19c539ff2c50a0efd52bb5b93d03665a,olympicdestroyer,True,True
316,19ed96914796770c7b86eaab0370c0e8,winpot,False,True
317,19f9a448efdad967894574f85987acb3,locky,True,True
318,1a05f51212dea00c15b61e9c7b7e647b,cryptoshuffler,False,True
319,1a103f187bc84e6c0e194a74f7abb7b4,alice,False,False
320,1a3889ded73044f8ba0a00c2f089a3bd,bandook,False,True
321,1a40da8607d6f49920a7e8c1deb23836,astaroth,False,True
322,1a65aae1076d8026bde8e576adcdadd2,egregor,True,True
323,1a6820fec1c45cd9c928533090e7908d,seon,False,False
324,1a6a240d2d03eb2c66c17a6593d4b6d2,neopocket,False,False
325,1a9323b210ec81404aa509b9079fd71e,icedid,True,True
326,1aad882aeba0fad01dfe361ea30d8172,crat,True,True
327,1ac6523bc107ccaf43073060f5c430a0,redaman,True,True
328,1acd12d8e8a8c8a2048e3f1410a4b0de,icedid,True,True
329,1acf2eed3c5a8a85a34e606dd897eaac,centerpos,False,True
330,1ad16f26272b2148f2969538f40b0b5a,cotxrat,False,False
331,1ade1ab643dda200e3ed1cbdddfcfaf4,chinachopper,False,False
332,1aefa7f9824f775504550360b5cc90c0,icedid,True,True
333,1b19175c41b9a9881b23b4382cc5935f,bluecore,False,False
334,1b2583940d0edbb4f811642ccb08e34b,cerber,False,True
335,1b4fe66dbebf0f78d85ccab5a8875aa7,astaroth,False,True
336,1b5439d7e32c0e8cfca5597fb1458844,artradownloader,True,True
337,1b613159f436928ade528943b037031f,trik,True,True
338,1b8d33f27c9fac662028c788a86e80fd,stillerx,False,False
339,1b8e28fc2cada4020014c7df2318da8f,konni,False,False
340,1b9b341b35ec9cf3fe1bac8cd6dd8775,skimer,False,True
341,1b9c05d5e7cd99be8aef7c68555c609b,redaman,True,True
342,1bba89d7a8b87fb75b6ae59585f717b6,ranscam,False,False
343,1be08ed45c512f6daab34519995dda63,agenttesla,False,True
344,1bf3bbd2ae5ab474615bb68c34b04b73,trik,True,True
345,1bf4309dc1ebd151c6fd736706881db2,nanocore,False,True
346,1c291fb7d2f420af44afa5da7dabe53c,indigodrop,True,True
347,1c315f9487ad20c3ac72747f13968507,silentbruter,False,False
348,1c4b5631d5cb5ffdee01adc9185802d7,prometei,True,True
349,1c5377a54cbaa1b86279f63ee226b1df,mosaicregressor,True,True
350,1c567fd21eb2efad7f6dcfda6d1de209,quasar,True,True
351,1c8632e1035b5967c4eb2eccec5a7369,icedid,True,True
352,1ca9805cc22ed04125ae836f1ad23c16,redline,False,False
353,1cb673679f37b6a3f482bb59b52423ab,bergard,False,False
354,1cce0c0d67fe7f51f335a12138698403,egregor,True,True
355,1cd5c260ed50f402646f88c1414adb16,crimson,False,True
356,1ce1ca85bff4517a1ef7e8f9a7c22b16,sodin,False,False
357,1cf6d2586d743a3f7943df7937421600,indigodrop,True,True
358,1d1287d4a3ba5d02cca91f51863db738,xtunnel,False,True
359,1d3a59b26e7ee1a52e0b7e312603a403,redaman,True,True
360,1d49dc6af6803d9ffc59a859315b2ac4,peppyrat,True,True
361,1d6aa29e98d3f54b8c891929c34eb426,egregor,True,True
362,1d71885204f23a45d67574794bd8c701,valak,True,True
363,1d724f95c61f1055f0d02c2154bbccd3,badrabbit,False,False
364,1d7a95fa6b98e0d11c659e75e9fd2a37,tinyloader,False,False
365,1d7d70c0699db32817f910942e7a619a,centerpos,False,True
366,1d8567dbe7da36bbb40afedc7d8e47b6,sage,False,True
367,1d8e84bdef3d93cf1bde302ff92f6924,cannibalrat,False,False
368,1d9e9e60065c306cd2357a851314cbd7,trickbot,True,True
369,1da3504cd71b8c5ed6c34baa6ebab545,icedid,True,True
370,1da8e7c92c86fc8dbab5287bdca91ca1,xmrig,False,True
371,1dae271ffc1841009104521e9c37e993,sharpstats,False,False
372,1db3cfb81651db0ff82a937c69bce107,adylkuzz,False,False
373,1dbac403209d1f5aac9bdac28d4ea335,greendispenser,False,False
374,1dde274889a52add9625177d3d779a06,astaroth,False,True
375,1de05ee1437d412cd328a6b3bd45fffc,pony,False,True
376,1dec4ad02e707154f3f3f47de2e99271,chtonic,False,False
377,1dfdf61af56075e1ea34bb8c3dd5246d,astaroth,False,True
378,1e0b12117190a08b89f4200cb79dae5e,teslacrypt,False,False
379,1e22c58a8b677fac51cf6c1d2cd1a0e2,samsa,True,True
380,1e51951d7e2d3115ca7f62c6d5530ed1,baldr,False,False
381,1e586ea1d4544d3429ca0c49b33ff67e,qbot,True,True
382,1e785429526cc2621baf8bb05ed17d86,cryptoshuffler,False,True
383,1eb2d932bb916d4db7f483859eebabf8,magala,False,True
384,1ed20a72cc85f3d806deb1b3e12c5e1d,ismagent,False,False
385,1ed98f70f618097b06e6714269e2a76f,crimson,False,True
386,1f04021539cba9e39e50aadc6a726fd6,imminentmonitor,False,False
387,1f0792d43f023d1472880723d464316f,silentbruter,False,False
388,1f1471b671bce68e154665a21b15ced2,marsjoke,False,False
389,1f4447c12a0b8f99c1ce5b748c762a9f,phorpiex,True,True
390,1f69e1fc635255812df145fb783ddcd3,andromeda,True,True
391,1f72054db015765232f83e9c2e14ece9,get2,False,False
392,1f77c8537316086ad46b3d8abeb01736,azorult,True,True
393,1f86ebc55aebae92c3beffe812b64b8a,valak,True,True
394,1f97ddaea7ac0c4e20b2db75969b4545,andromeda,True,True
395,1fc5f79d6d3209a427d04046f237372e,kingminer,False,False
396,1fe44de156adad6aa105c22ec32aeb68,crimsonrat,False,False
397,200306c43174fb03179d7f7cae091f3d,zegost,True,True
398,2017133d9fd11c20c81d7e7fa451bc57,roguerobin,False,True
399,203b1ceff471f8519d9df5a31243ed0d,ratankbapos,False,False
400,2040065323c0b63eeb493138d85bde83,gandcrab,True,True
401,206dd0b0e8faa2d81ab617491f80ad0b,magala,False,True
402,20dd61fae49972323bb9c38a46ca4c93,servhelper,False,False
403,20ef08bdae07f3494e20195e65d7b7f5,phorpiex,True,True
404,20f2ca720cb4dcca9195113f258ca4ef,locky,True,True
405,210bc137c21a6f9e54c1b4c3c8009b6d,redaman,True,True
406,21101a9068df706345f692250f32c4fe,qbot,True,True
407,211b7100fd799e9eaabeb13cfa446231,seduploader,True,True
408,2123c5c24d8c06a10807458630751ded,rekaf,False,False
409,21454a23aae073ff7b96dda061946b8c,kingminer,False,False
410,2154656d49c19b1245fe2cb39c218923,valak,True,True
411,2159de0ff5d4df8302f887e24ee03a2c,icedid,True,True
412,215ab06e4b1fc675de00cf2cf7503bb7,gozi,False,True
413,2161c859b21c1b4b430774df0837da9d,bergard,False,False
414,21694c8db6234df74102e8b5994b7627,fallchill,False,True
415,217b5b689dca5aa0026401bffc8d3079,medusalocker,True,True
416,219594c39444b762e035fce1014ba50b,qbot,True,True
417,21a563f958b73d453ad91e251b11855c,maze,True,True
418,21a6387908fdb11c18aa6dd687bc387e,krakencryptor,False,False
419,21b42a3b18333f10f21099eb72e6a385,winpot,False,True
420,21b44cc640e37cd19ec7454334a1c88c,valak,True,True
421,21c95dc8989cfa8fc58ecdf7a622f31c,netflash,False,False
422,21cafc950889b647539a2cc6101f072e,roguerobin,False,True
423,21d63e99ed7dcd8baec74e6ce65c9ef3,seduploader,True,True
424,21dd981bacff8bac54c3cfa4b9bee271,redaman,True,True
